Откуда;Куда;День;Поставщик;Стоимость
ALA;THR;5;3;34850
ALA;THR;5;3;52890
ALA;THR;2;3;52890
ALA;THR;2;3;52890
ALA;THR;2;3;61160
ALA;THR;2;3;61160
ALA;THR;2;3;88330
HAJ;AMS;3;3;177360
HAJ;AMS;3;3;177360
HAJ;AMS;3;3;188170
HAJ;AMS;3;3;188170
HAJ;AMS;4;3;27450
HAJ;AMS;4;3;29760
HAJ;AMS;4;3;40640
HAJ;AMS;4;3;41760
HAJ;AMS;4;3;43250
HAJ;AMS;6;3;27500
HAJ;AMS;6;3;30220
HAJ;AMS;6;3;41750
HAJ;AMS;6;3;48380
HAJ;AMS;6;3;53460
HAJ;AMS;7;3;38350
HAJ;AMS;7;3;43690
HAJ;AMS;7;3;48010
HAJ;AMS;7;3;50630
HAJ;AMS;7;3;51720
HAJ;AMS;1;3;28820
HAJ;AMS;1;3;29930
HAJ;AMS;1;3;40510
HAJ;AMS;1;3;40510
HAJ;AMS;1;3;43190
HAJ;AMS;2;3;62990
HAJ;AMS;2;3;62990
HAJ;AMS;2;3;65610
HAJ;AMS;2;3;65610
HAJ;AMS;2;3;111580
HAJ;AMS;5;3;38350
HAJ;AMS;5;3;43690
HAJ;AMS;5;3;48010
HAJ;AMS;5;3;50630
HAJ;AMS;5;3;51720
SGC;STW;3;47;9169
SGC;STW;3;47;9169
SGC;STW;3;47;9169
SGC;STW;3;47;9169
SGC;STW;3;47;9169
SGC;STW;4;47;9169
SGC;STW;4;47;9169
SGC;STW;4;47;9169
SGC;STW;4;47;9169
SGC;STW;4;47;9169
SGC;STW;6;47;9169
SGC;STW;6;47;9169
SGC;STW;6;47;9169
SGC;STW;6;47;9719
SGC;STW;6;47;9719
SGC;STW;1;47;9169
SGC;STW;1;47;9169
SGC;STW;1;47;9169
SGC;STW;1;47;9169
SGC;STW;1;47;9169
SGC;STW;7;47;9169
SGC;STW;7;47;9169
SGC;STW;7;47;9169
SGC;STW;7;47;9719
SGC;STW;7;47;9719
SGC;STW;2;47;9169
SGC;STW;2;47;9169
SGC;STW;2;47;9169
SGC;STW;2;47;9169
SGC;STW;2;47;9169
SGC;STW;5;47;9169
SGC;STW;5;47;9169
SGC;STW;5;47;9169
SGC;STW;5;47;9169
SGC;STW;5;47;9169
VOZ;ARH;3;47;7573
VOZ;ARH;3;47;7573
VOZ;ARH;3;47;7573
VOZ;ARH;3;47;7573
VOZ;ARH;3;47;10023
VOZ;ARH;4;47;7573
VOZ;ARH;4;47;7573
VOZ;ARH;4;47;7573
VOZ;ARH;4;47;7573
VOZ;ARH;4;47;10023
VOZ;ARH;6;47;8973
VOZ;ARH;6;47;8973
VOZ;ARH;6;47;8973
VOZ;ARH;6;47;8973
VOZ;ARH;6;47;11423
VOZ;ARH;1;47;10023
VOZ;ARH;1;47;10023
VOZ;ARH;1;47;10023
VOZ;ARH;1;47;10023
VOZ;ARH;7;47;7573
VOZ;ARH;7;47;7573
VOZ;ARH;7;47;7573
VOZ;ARH;7;47;7573
VOZ;ARH;7;47;10023
VOZ;ARH;2;47;7573
VOZ;ARH;2;47;7573
VOZ;ARH;2;47;7573
VOZ;ARH;2;47;7573
VOZ;ARH;2;47;10023
VOZ;ARH;5;47;7573
VOZ;ARH;5;47;8973
VOZ;ARH;5;47;8973
VOZ;ARH;5;47;8973
VOZ;ARH;5;47;10023
BAK;SHA;3;3;158470
BAK;SHA;3;3;809630
BAK;SHA;3;3;818980
BAK;SHA;4;3;305650
BAK;SHA;7;3;700230
BAK;SHA;7;3;700230
BAK;SHA;7;3;700920
BAK;SHA;7;3;700920
BAK;SHA;7;3;701510
BAK;SHA;1;3;544990
BAK;SHA;5;3;311170
BAK;SHA;5;3;311170
BAK;SHA;5;3;312470
BAK;SHA;5;3;372270
BAK;SHA;5;3;372270
BAK;SHA;2;3;370680
BAK;SHA;2;3;370680
BAK;SHA;2;3;372270
BAK;SHA;2;3;372270
ROV;PMO;6;3;205820
ROV;PMO;4;3;212860
ROV;PMO;1;3;207580
ROV;PMO;1;3;207580
ROV;PMO;2;3;196650
ASF;AER;3;30;6210
ASF;AER;3;30;6250
ASF;AER;3;30;6250
ASF;AER;3;30;6320
ASF;AER;3;36;7620
ASF;AER;6;30;6440
ASF;AER;6;30;7340
ASF;AER;6;30;7670
ASF;AER;6;36;9380
ASF;AER;6;30;10400
ASF;AER;4;30;6170
ASF;AER;4;30;6590
ASF;AER;4;30;6670
ASF;AER;4;30;7130
ASF;AER;4;36;8620
ASF;AER;1;30;5470
ASF;AER;1;30;5710
ASF;AER;1;30;10390
ASF;AER;1;47;10918
ASF;AER;1;47;10918
ASF;AER;7;30;6510
ASF;AER;7;30;6670
ASF;AER;7;30;7570
ASF;AER;7;30;7570
ASF;AER;7;36;8290
ASF;AER;5;30;6940
ASF;AER;5;30;7580
ASF;AER;5;30;8260
ASF;AER;5;30;10240
ASF;AER;5;30;11370
ASF;AER;2;30;5730
ASF;AER;2;30;5740
ASF;AER;2;30;5760
ASF;AER;2;30;6130
ASF;AER;2;30;6130
WUH;MOW;3;3;98440
WUH;MOW;3;3;98440
WUH;MOW;3;3;98440
WUH;MOW;3;3;107740
WUH;MOW;3;3;107740
WUH;MOW;6;3;177680
WUH;MOW;6;3;177680
WUH;MOW;6;3;177680
WUH;MOW;6;3;177680
WUH;MOW;6;3;177680
WUH;MOW;4;3;94550
WUH;MOW;7;3;131320
WUH;MOW;7;3;187470
WUH;MOW;2;3;97690
WUH;MOW;2;3;98440
WUH;MOW;2;3;106910
WUH;MOW;2;3;107740
WUH;MOW;5;3;337930
WUH;MOW;5;3;354750
WUH;MOW;5;3;355460
WUH;MOW;5;3;358860
CEK;TGD;6;3;139360
CEK;TGD;6;3;152870
CEK;TGD;5;3;240990
CEK;TGD;5;3;240990
TJM;OSS;3;36;14290
TJM;OSS;3;36;17850
TJM;OSS;3;47;21562
TJM;OSS;3;47;21562
TJM;OSS;3;47;21562
TJM;OSS;4;36;18930
TJM;OSS;4;47;21562
TJM;OSS;4;47;21562
TJM;OSS;4;47;21562
TJM;OSS;4;36;22630
TJM;OSS;6;36;18930
TJM;OSS;6;47;21562
TJM;OSS;6;47;21562
TJM;OSS;6;47;21562
TJM;OSS;6;47;21562
TJM;OSS;7;47;21878
TJM;OSS;7;47;21878
TJM;OSS;7;47;21878
TJM;OSS;7;47;21878
TJM;OSS;7;47;21878
TJM;OSS;1;36;14050
TJM;OSS;1;36;18090
TJM;OSS;1;47;21562
TJM;OSS;1;47;21562
TJM;OSS;1;47;21562
TJM;OSS;5;36;14290
TJM;OSS;5;36;17810
TJM;OSS;5;47;21562
TJM;OSS;5;47;21562
TJM;OSS;5;47;21562
TJM;OSS;2;36;18320
TJM;OSS;2;36;18930
TJM;OSS;2;47;21562
TJM;OSS;2;47;21562
TJM;OSS;2;36;22320
EGO;PRG;3;47;18394
EGO;PRG;3;47;18394
EGO;PRG;3;47;23489
EGO;PRG;3;47;23489
EGO;PRG;3;3;129830
EGO;PRG;4;3;97190
EGO;PRG;4;3;103450
EGO;PRG;4;3;108420
EGO;PRG;4;3;116000
EGO;PRG;4;3;126080
EGO;PRG;6;47;18394
EGO;PRG;6;47;23489
EGO;PRG;6;3;86230
EGO;PRG;6;3;98260
EGO;PRG;6;3;129830
EGO;PRG;1;3;106250
EGO;PRG;1;3;106250
EGO;PRG;1;3;106250
EGO;PRG;1;3;106250
EGO;PRG;1;3;111290
EGO;PRG;7;47;16484
EGO;PRG;7;47;16484
EGO;PRG;7;47;21579
EGO;PRG;7;47;21579
EGO;PRG;7;3;129830
EGO;PRG;2;3;97850
EGO;PRG;2;3;116600
EGO;PRG;2;3;128620
EGO;PRG;2;3;199220
EGO;PRG;2;3;237420
EGO;PRG;5;47;24402
EGO;PRG;5;47;29630
EGO;PRG;5;3;116790
EGO;PRG;5;3;116790
EGO;PRG;5;3;129430
NCE;LCA;3;3;54550
NCE;LCA;3;3;54550
NCE;LCA;3;3;54550
NCE;LCA;3;3;55510
NCE;LCA;3;3;56900
NCE;LCA;6;3;21002
NCE;LCA;6;3;21002
NCE;LCA;6;3;24311
NCE;LCA;6;3;24311
NCE;LCA;6;3;108840
NCE;LCA;4;3;57530
NCE;LCA;4;3;59290
NCE;LCA;4;3;61260
NCE;LCA;4;3;61370
NCE;LCA;4;3;61870
NCE;LCA;1;3;54550
NCE;LCA;1;3;56900
NCE;LCA;1;3;62350
NCE;LCA;1;3;133780
NCE;LCA;7;3;54550
NCE;LCA;7;3;56490
NCE;LCA;7;3;56900
NCE;LCA;7;3;56990
NCE;LCA;7;3;57990
NCE;LCA;2;3;124990
NCE;LCA;2;3;124990
NCE;LCA;5;3;52890
NCE;LCA;5;3;52890
NCE;LCA;5;3;55350
NCE;LCA;5;3;55350
NCE;LCA;5;3;60880
SEL;VVO;4;3;52480
SEL;VVO;4;3;54890
SEL;VVO;6;36;19420
SEL;VVO;6;36;24390
SEL;VVO;6;47;200910
SEL;VVO;5;3;95860
PEE;TYO;3;47;27204
PEE;TYO;3;47;32124
PEE;TYO;3;3;49250
PEE;TYO;3;3;51220
PEE;TYO;3;3;81090
PEE;TYO;4;47;27204
PEE;TYO;4;47;27204
PEE;TYO;4;47;29889
PEE;TYO;4;47;32124
PEE;TYO;4;47;32124
PEE;TYO;6;3;51050
PEE;TYO;6;3;53460
PEE;TYO;6;3;54330
PEE;TYO;6;3;61170
PEE;TYO;6;3;66530
PEE;TYO;7;3;51050
PEE;TYO;7;3;53890
PEE;TYO;7;3;53890
PEE;TYO;7;3;56590
PEE;TYO;7;3;56590
PEE;TYO;1;3;49310
PEE;TYO;1;3;51140
PEE;TYO;1;3;81620
PEE;TYO;1;3;113180
PEE;TYO;1;3;116860
PEE;TYO;2;3;36580
PEE;TYO;2;3;37490
PEE;TYO;2;3;49490
PEE;TYO;2;3;49490
PEE;TYO;2;3;52310
PEE;TYO;5;3;51060
PEE;TYO;5;3;53830
PEE;TYO;5;3;69990
PEE;TYO;5;3;74470
PEE;TYO;5;3;77570
RTM;LED;5;3;100970
RTM;LED;5;3;132340
IKT;RGK;3;45;22140
IKT;RGK;3;45;25790
IKT;RGK;4;45;15737
IKT;RGK;4;45;19262
IKT;RGK;6;45;22267
IKT;RGK;6;45;23740
IKT;RGK;6;45;25880
IKT;RGK;6;45;27380
IKT;RGK;1;45;17760
IKT;RGK;1;45;21490
IKT;RGK;7;36;21980
IKT;RGK;7;45;25480
IKT;RGK;7;36;29110
IKT;RGK;7;45;29120
IKT;RGK;2;45;15762
IKT;RGK;2;45;19350
IKT;RGK;5;45;19092
IKT;RGK;5;45;22592
KRR;CUN;3;3;121050
KRR;CUN;3;3;121050
KRR;CUN;3;3;247850
KRR;CUN;3;3;247850
KRR;CUN;6;3;161510
KRR;CUN;6;3;161510
KRR;CUN;6;3;167740
KRR;CUN;6;3;167740
KRR;CUN;6;3;208730
KRR;CUN;4;3;125680
KRR;CUN;4;3;125680
KRR;CUN;4;3;125680
KRR;CUN;4;3;125680
KRR;CUN;4;3;241150
KRR;CUN;7;3;202070
KRR;CUN;7;3;202070
KRR;CUN;7;3;206890
KRR;CUN;7;3;206890
KRR;CUN;1;3;291560
KRR;CUN;1;3;327590
KRR;CUN;2;3;423940
KRR;CUN;5;3;106450
KRR;CUN;5;3;106450
KRR;CUN;5;3;115850
KRR;CUN;5;3;115850
NNG;MOW;5;3;113430
NNG;MOW;5;3;113430
NNG;MOW;5;3;123220
NNG;MOW;5;3;123220
NNG;MOW;5;3;123220
UFA;SHJ;3;3;268180
UFA;SHJ;3;3;268180
UFA;SHJ;4;30;20570
UFA;SHJ;6;3;127110
UFA;SHJ;6;3;127110
UFA;SHJ;7;30;20570
UFA;SHJ;1;3;49290
UFA;SHJ;1;3;53720
UFA;SHJ;1;3;117760
UFA;SHJ;1;3;117760
UFA;SHJ;2;3;123830
UFA;SHJ;5;3;125000
UFA;KGP;3;30;8580
UFA;KGP;3;30;12470
UFA;KGP;6;30;11780
UFA;KGP;4;46;5500
UFA;KGP;4;46;8400
UFA;KGP;4;46;12100
UFA;KGP;4;46;17200
UFA;KGP;7;46;5500
UFA;KGP;7;46;8400
UFA;KGP;7;46;12000
UFA;KGP;7;46;17000
UFA;KGP;1;30;11480
UFA;KGP;2;46;5500
UFA;KGP;2;46;8400
UFA;KGP;2;46;12000
UFA;KGP;2;46;17000
SEL;KRR;3;3;48540
SEL;KRR;3;3;48670
SEL;KRR;3;3;54410
SEL;KRR;3;3;54410
SEL;KRR;3;3;55440
SEL;KRR;6;36;41400
SEL;KRR;6;47;43720
SEL;KRR;6;47;43720
SEL;KRR;6;47;48880
SEL;KRR;6;47;48880
SEL;KRR;4;3;40830
SEL;KRR;4;3;40830
SEL;KRR;4;3;55440
SEL;KRR;4;3;55440
SEL;KRR;4;3;56040
SEL;KRR;1;3;58820
SEL;KRR;1;3;58820
SEL;KRR;1;3;58820
SEL;KRR;1;3;58820
SEL;KRR;1;3;60630
SEL;KRR;7;3;40830
SEL;KRR;7;3;51170
SEL;KRR;7;3;51170
SEL;KRR;7;3;55200
SEL;KRR;7;3;55200
SEL;KRR;2;3;40620
SEL;KRR;2;3;40620
SEL;KRR;2;3;51700
SEL;KRR;2;3;51700
SEL;KRR;2;3;54640
SEL;KRR;5;3;55650
SEL;KRR;5;3;55650
SEL;KRR;5;3;55910
SEL;KRR;5;3;58940
SEL;KRR;5;3;58940
MAD;AYT;3;3;20880
MAD;AYT;3;3;20880
MAD;AYT;3;3;21190
MAD;AYT;3;3;22150
MAD;AYT;3;3;24595
MAD;AYT;6;3;23180
MAD;AYT;6;3;23180
MAD;AYT;6;3;50190
MAD;AYT;6;3;50190
MAD;AYT;6;3;52980
MAD;AYT;4;3;22710
MAD;AYT;4;3;22870
MAD;AYT;4;3;50190
MAD;AYT;4;3;50190
MAD;AYT;4;3;52980
MAD;AYT;1;3;116680
MAD;AYT;1;3;116680
MAD;AYT;1;3;118520
MAD;AYT;1;3;127840
MAD;AYT;1;3;171300
MAD;AYT;7;3;115460
MAD;AYT;7;3;115460
MAD;AYT;2;3;127840
MAD;AYT;2;3;130530
MAD;AYT;2;3;171300
MAD;AYT;2;3;173990
MAD;AYT;5;3;54960
MAD;AYT;5;3;115460
MAD;AYT;5;3;115460
MAD;AYT;5;3;116460
AER;STR;3;3;31240
AER;STR;3;3;31240
AER;STR;3;3;31240
AER;STR;3;3;35370
AER;STR;3;3;35370
AER;STR;6;3;52940
AER;STR;6;3;52940
AER;STR;6;3;59910
AER;STR;6;3;59910
AER;STR;6;3;147990
AER;STR;4;3;31110
AER;STR;4;3;31110
AER;STR;4;3;31110
AER;STR;4;3;31110
AER;STR;4;3;34140
AER;STR;1;3;32470
AER;STR;1;3;32470
AER;STR;1;3;32470
AER;STR;1;3;35450
AER;STR;1;3;35450
AER;STR;5;3;31240
AER;STR;5;3;31480
AER;STR;5;3;31480
AER;STR;5;3;31480
AER;STR;5;3;34090
AER;STR;2;3;31480
AER;STR;2;3;31480
AER;STR;2;3;31480
FRU;CAI;3;3;43030
FRU;CAI;3;3;43030
FRU;CAI;3;3;43030
FRU;CAI;3;3;47590
FRU;CAI;3;3;47590
FRU;CAI;6;3;41980
FRU;CAI;6;3;41980
FRU;CAI;6;3;41980
FRU;CAI;6;3;46560
FRU;CAI;6;3;46970
FRU;CAI;4;3;41980
FRU;CAI;4;3;41980
FRU;CAI;4;3;41980
FRU;CAI;4;3;46970
FRU;CAI;4;3;46970
FRU;CAI;1;3;41980
FRU;CAI;1;3;41980
FRU;CAI;1;3;41980
FRU;CAI;1;3;46970
FRU;CAI;1;3;46970
FRU;CAI;7;3;42220
FRU;CAI;7;3;42220
FRU;CAI;7;3;42220
FRU;CAI;7;3;46440
FRU;CAI;7;3;47250
FRU;CAI;2;3;42220
FRU;CAI;2;3;42220
FRU;CAI;2;3;42220
FRU;CAI;2;3;46410
FRU;CAI;2;3;46410
FRU;CAI;5;3;42100
FRU;CAI;5;3;42100
FRU;CAI;5;3;42100
FRU;CAI;5;3;46610
FRU;CAI;5;3;46610
PRG;DBV;3;3;27070
PRG;DBV;3;3;27070
PRG;DBV;3;3;27200
PRG;DBV;3;3;27200
PRG;DBV;3;3;33250
PRG;DBV;6;3;23661
PRG;DBV;6;3;23661
PRG;DBV;6;3;25731
PRG;DBV;6;3;25731
PRG;DBV;6;3;28340
PRG;DBV;4;3;27924
PRG;DBV;4;3;27924
PRG;DBV;4;3;30980
PRG;DBV;4;3;30980
PRG;DBV;4;3;35700
PRG;DBV;7;3;27110
PRG;DBV;7;3;27110
PRG;DBV;7;3;27110
PRG;DBV;7;3;27110
PRG;DBV;7;3;27110
PRG;DBV;5;3;23314
PRG;DBV;5;3;23314
PRG;DBV;5;3;25550
PRG;DBV;5;3;25550
PRG;DBV;5;3;25680
PRG;DBV;2;3;27050
PRG;DBV;2;3;27050
PRG;DBV;2;3;27050
PRG;DBV;2;3;27190
PRG;DBV;2;3;27190
BCN;OVB;6;47;22525
BCN;OVB;6;47;22525
BCN;OVB;6;47;27535
BCN;OVB;6;47;27535
BCN;OVB;4;47;22525
BCN;OVB;4;47;22525
BCN;OVB;4;47;22525
BCN;OVB;4;47;27535
BCN;OVB;4;47;27800
BCN;OVB;7;3;100150
BCN;OVB;7;3;102410
BCN;OVB;7;3;107440
BCN;OVB;7;3;109700
BCN;OVB;1;47;22525
BCN;OVB;1;47;22525
BCN;OVB;1;47;27800
BCN;OVB;1;47;27800
BCN;OVB;1;3;32400
BCN;OVB;5;3;32170
BCN;OVB;5;3;32170
BCN;OVB;5;3;34930
BCN;OVB;5;3;34930
BCN;OVB;5;3;102250
DUB;LED;3;3;112260
DUB;LED;3;3;115280
DUB;LED;3;3;116450
DUB;LED;3;3;118770
DUB;LED;3;3;121570
DUB;LED;4;3;47760
DUB;LED;4;3;102370
DUB;LED;4;3;102370
DUB;LED;4;3;107290
DUB;LED;4;3;107290
DUB;LED;6;3;22358
DUB;LED;6;3;23830
DUB;LED;6;3;23830
DUB;LED;6;3;25490
DUB;LED;6;3;31810
DUB;LED;1;3;22930
DUB;LED;1;3;22930
DUB;LED;1;3;35790
DUB;LED;1;3;35790
DUB;LED;1;3;94880
DUB;LED;7;3;24160
DUB;LED;7;3;24160
DUB;LED;7;3;36530
DUB;LED;7;3;36530
DUB;LED;7;3;40380
DUB;LED;2;3;103840
DUB;LED;2;3;103840
DUB;LED;2;3;103840
DUB;LED;2;3;108580
DUB;LED;2;3;108580
DUB;LED;5;3;23830
DUB;LED;5;3;23830
DUB;LED;5;3;26004
DUB;LED;5;3;26860
DUB;LED;5;3;30860
SGC;BER;3;46;16010
SGC;BER;3;46;17150
SGC;BER;3;46;17150
SGC;BER;3;46;19540
SGC;BER;3;46;21060
SGC;BER;6;46;16580
SGC;BER;6;46;16580
SGC;BER;6;46;16580
SGC;BER;6;46;20680
SGC;BER;6;46;20680
SGC;BER;4;46;18010
SGC;BER;4;46;18010
SGC;BER;4;46;18010
SGC;BER;4;46;22010
SGC;BER;4;46;22010
SGC;BER;7;46;16580
SGC;BER;7;46;16580
SGC;BER;7;46;17150
SGC;BER;7;46;20680
SGC;BER;7;46;20680
SGC;BER;1;46;16580
SGC;BER;1;46;16580
SGC;BER;1;46;16580
SGC;BER;1;46;20290
SGC;BER;1;46;20290
SGC;BER;2;46;16580
SGC;BER;2;46;16580
SGC;BER;2;46;16580
SGC;BER;2;46;20290
SGC;BER;2;46;20290
SGC;BER;5;46;18770
SGC;BER;5;46;18770
SGC;BER;5;46;18770
SGC;BER;5;46;23350
SGC;BER;5;46;23350
VNO;SKG;3;3;40590
VNO;SKG;3;3;41120
VNO;SKG;3;3;41550
VNO;SKG;3;3;43740
VNO;SKG;4;3;73520
VNO;SKG;4;3;76470
VNO;SKG;4;3;77260
VNO;SKG;4;3;81080
VNO;SKG;4;3;93220
VNO;SKG;6;3;17320
VNO;SKG;6;3;21940
VNO;SKG;6;3;25600
VNO;SKG;6;3;38760
VNO;SKG;6;3;56770
VNO;SKG;1;3;25590
VNO;SKG;1;3;25590
VNO;SKG;1;3;25590
VNO;SKG;1;3;33690
VNO;SKG;1;3;33710
VNO;SKG;2;3;22120
VNO;SKG;2;3;25690
VNO;SKG;2;3;40780
VNO;SKG;2;3;54530
VNO;SKG;2;3;55650
VNO;SKG;5;3;17110
VNO;SKG;5;3;19030
VNO;SKG;5;3;20720
VNO;SKG;5;3;21580
VNO;SKG;5;3;23280
RTW;KUF;3;47;8138
RTW;KUF;3;47;8138
RTW;KUF;3;47;8138
RTW;KUF;3;47;8138
RTW;KUF;3;47;8138
RTW;KUF;6;36;8280
RTW;KUF;6;47;9263
RTW;KUF;6;47;9263
RTW;KUF;6;47;9263
RTW;KUF;6;47;9263
RTW;KUF;4;36;8470
RTW;KUF;4;47;9263
RTW;KUF;4;47;9263
RTW;KUF;4;47;9263
RTW;KUF;4;47;9263
RTW;KUF;1;47;8138
RTW;KUF;1;47;8138
RTW;KUF;1;47;8138
RTW;KUF;1;47;8138
RTW;KUF;1;47;8138
RTW;KUF;7;47;8138
RTW;KUF;7;47;8138
RTW;KUF;7;47;8138
RTW;KUF;7;47;8138
RTW;KUF;7;47;8138
RTW;KUF;2;36;8470
RTW;KUF;2;47;9263
RTW;KUF;2;47;9263
RTW;KUF;2;47;9263
RTW;KUF;2;47;9638
RTW;KUF;5;47;8138
RTW;KUF;5;47;8138
RTW;KUF;5;47;8138
RTW;KUF;5;47;8138
RTW;KUF;5;47;8138
TOF;LON;3;47;23746
TOF;LON;3;47;28990
TOF;LON;6;47;23746
TOF;LON;6;47;28761
TOF;LON;4;47;24103
TOF;LON;4;47;24103
TOF;LON;4;47;24103
TOF;LON;4;47;29198
TOF;LON;4;47;29198
TOF;LON;1;47;23746
TOF;LON;1;47;28761
TOF;LON;7;47;23746
TOF;LON;7;47;28761
TOF;LON;2;47;23986
TOF;LON;2;47;29051
TOF;LON;5;47;23746
TOF;LON;5;47;28761
KZN;ECN;3;3;236130
KZN;ECN;4;3;240490
KZN;ECN;4;3;264530
KZN;ECN;6;3;17930
KZN;ECN;6;3;233120
KZN;ECN;7;3;238780
KZN;ECN;7;3;264800
KZN;ECN;1;3;16240
KZN;ECN;5;3;240490
KZN;ECN;5;3;266260
KZN;ECN;2;3;16240
MOW;PTY;3;3;72390
MOW;PTY;3;3;81670
MOW;PTY;3;3;81670
MOW;PTY;3;3;86020
MOW;PTY;3;3;86020
MOW;PTY;4;3;72280
MOW;PTY;4;3;72600
MOW;PTY;4;3;74640
MOW;PTY;4;3;74640
MOW;PTY;4;3;75390
MOW;PTY;6;3;65510
MOW;PTY;6;3;65510
MOW;PTY;6;3;65510
MOW;PTY;6;3;65510
MOW;PTY;6;3;67320
MOW;PTY;7;3;65460
MOW;PTY;7;3;67520
MOW;PTY;7;3;69180
MOW;PTY;7;3;69180
MOW;PTY;7;3;70040
MOW;PTY;1;3;66980
MOW;PTY;1;3;69010
MOW;PTY;1;3;72390
MOW;PTY;1;3;72390
MOW;PTY;1;3;72390
MOW;PTY;5;3;66880
MOW;PTY;5;3;68920
MOW;PTY;5;3;71330
MOW;PTY;5;3;71330
MOW;PTY;5;3;80530
MOW;PTY;2;3;63740
MOW;PTY;2;3;65060
MOW;PTY;2;3;65060
MOW;PTY;2;3;65060
MOW;PTY;2;3;67520
HRK;IZM;3;11;5690
HRK;IZM;4;11;7380
HRK;IZM;4;3;9170
HRK;IZM;4;3;9170
HRK;IZM;4;3;9280
HRK;IZM;4;3;9970
HRK;IZM;6;11;7380
HRK;IZM;7;11;7110
HRK;IZM;1;11;7110
HRK;IZM;2;11;6880
HRK;IZM;5;11;7270
HRK;IZM;5;3;9120
HRK;IZM;5;3;9220
HRK;IZM;5;3;9220
HRK;IZM;5;3;12140
MSQ;CAN;3;3;254760
MSQ;CAN;3;3;254760
MSQ;CAN;6;3;221540
MSQ;CAN;6;3;221540
MSQ;CAN;6;3;221540
MSQ;CAN;6;3;221540
MSQ;CAN;6;3;221540
MSQ;CAN;1;3;476720
MSQ;CAN;1;3;476720
MSQ;CAN;1;3;476720
MSQ;CAN;1;3;476720
MSQ;CAN;1;3;477120
MSQ;CAN;5;3;253090
MSQ;CAN;2;3;537910
EVN;BCN;3;3;28410
EVN;BCN;3;3;31240
EVN;BCN;3;3;32382
EVN;BCN;3;3;32382
EVN;BCN;3;3;33456
EVN;BCN;6;3;38120
EVN;BCN;6;3;42870
EVN;BCN;6;3;46060
EVN;BCN;6;3;47340
EVN;BCN;6;3;48370
EVN;BCN;4;47;31218
EVN;BCN;4;47;35338
EVN;BCN;4;3;38120
EVN;BCN;4;3;42870
EVN;BCN;4;3;46060
EVN;BCN;1;3;38120
EVN;BCN;1;3;38390
EVN;BCN;1;3;42870
EVN;BCN;1;3;43140
EVN;BCN;1;3;46060
EVN;BCN;7;3;28269
EVN;BCN;7;47;31218
EVN;BCN;7;3;31480
EVN;BCN;7;3;33907
EVN;BCN;7;3;33907
EVN;BCN;5;3;38120
EVN;BCN;5;3;40250
EVN;BCN;5;3;40820
EVN;BCN;5;3;41680
EVN;BCN;5;3;42870
EVN;BCN;2;3;23060
EVN;BCN;2;3;23060
EVN;BCN;2;3;23060
EVN;BCN;2;3;24580
EVN;BCN;2;3;24580
TJM;VOG;3;47;7824
TJM;VOG;3;47;7824
TJM;VOG;3;47;7824
TJM;VOG;3;47;7824
TJM;VOG;3;47;7824
TJM;VOG;6;47;7824
TJM;VOG;6;47;7824
TJM;VOG;6;47;7824
TJM;VOG;6;47;7824
TJM;VOG;6;47;7824
TJM;VOG;4;47;7824
TJM;VOG;4;47;7824
TJM;VOG;4;47;7824
TJM;VOG;4;47;7824
TJM;VOG;4;47;7824
TJM;VOG;7;47;7824
TJM;VOG;7;47;7824
TJM;VOG;7;47;7824
TJM;VOG;7;47;7824
TJM;VOG;7;47;7824
TJM;VOG;1;47;8274
TJM;VOG;1;47;8274
TJM;VOG;1;47;8274
TJM;VOG;1;47;8274
TJM;VOG;1;47;8274
TJM;VOG;5;47;7824
TJM;VOG;5;47;7824
TJM;VOG;5;47;7824
TJM;VOG;5;47;7824
TJM;VOG;5;47;7824
TJM;VOG;2;47;7824
TJM;VOG;2;47;7824
TJM;VOG;2;47;7824
TJM;VOG;2;47;7824
TJM;VOG;2;47;7824
PEZ;KGD;3;36;6321
PEZ;KGD;3;47;7301
PEZ;KGD;3;47;7301
PEZ;KGD;3;47;7301
PEZ;KGD;3;47;7301
PEZ;KGD;4;36;7100
PEZ;KGD;4;47;7301
PEZ;KGD;4;47;7301
PEZ;KGD;4;47;7301
PEZ;KGD;4;47;7301
PEZ;KGD;6;36;6321
PEZ;KGD;6;47;7301
PEZ;KGD;6;47;7301
PEZ;KGD;6;47;7301
PEZ;KGD;6;47;7301
PEZ;KGD;1;36;6429
PEZ;KGD;1;47;7301
PEZ;KGD;1;47;7301
PEZ;KGD;1;47;7301
PEZ;KGD;1;47;7301
PEZ;KGD;7;36;7019
PEZ;KGD;7;47;7301
PEZ;KGD;7;47;7301
PEZ;KGD;7;47;7301
PEZ;KGD;7;47;7301
PEZ;KGD;2;36;6590
PEZ;KGD;2;47;7301
PEZ;KGD;2;47;7301
PEZ;KGD;2;47;7301
PEZ;KGD;2;47;7301
PEZ;KGD;5;47;7301
PEZ;KGD;5;47;7301
PEZ;KGD;5;47;7301
PEZ;KGD;5;47;7301
PEZ;KGD;5;36;8578
HKT;MOW;3;3;97860
HKT;MOW;3;3;98110
HKT;MOW;3;3;230730
HKT;MOW;3;3;230730
HKT;MOW;3;3;230980
HKT;MOW;6;3;47970
HKT;MOW;6;3;48230
HKT;MOW;6;3;57360
HKT;MOW;6;3;57620
HKT;MOW;4;3;52250
HKT;MOW;4;3;144620
HKT;MOW;1;3;57620
